EURUSD Historical Data
Date,Open,High,Low,Close,Change(Pips),Change(%)
11/23/2023 00:00,1.08879,1.09305,1.0886,1.09038,15.9,0.15,
11/22/2023 00:00,1.09168,1.0923,1.0851,1.0888,-28.8,-0.26,
11/21/2023 00:00,1.09587,1.0964,1.0899,1.09166,-42.1,-0.39,
11/20/2023 00:00,1.0905,1.0952,1.0896,1.0945,40,0.37,
11/19/2023 00:00,1.09105,1.09106,1.09051,1.09053,-5.2,-0.05,
11/17/2023 00:00,1.08526,1.0918,1.0823,1.0916,63.4,0.58,
11/16/2023 00:00,1.08543,1.08955,1.0811,1.08531,-1.2,-0.01,
11/15/2023 00:00,1.0876,1.08858,1.083,1.08533,-22.7,-0.21,
11/14/2023 00:00,1.0701,1.08874,1.0691,1.08777,176.7,1.62,
11/13/2023 00:00,1.06899,1.07062,1.0664,1.0701,11.1,0.10,
11/12/2023 00:00,1.06824,1.06903,1.06806,1.06903,7.9,0.07,
11/10/2023 00:00,1.06669,1.0714,1.0655,1.0714,47.1,0.44,
11/09/2023 00:00,1.0711,1.07253,1.0659,1.06665,-44.5,-0.42,
11/08/2023 00:00,1.06958,1.0716,1.0658,1.071,14.2,0.13,
11/07/2023 00:00,1.07183,1.072,1.0663,1.06956,-22.7,-0.21,
11/06/2023 00:00,1.07311,1.07567,1.07138,1.07187,-12.4,-0.12,
11/05/2023 00:00,1.07229,1.0733,1.0722,1.07311,8.2,0.08,
11/03/2023 00:00,1.06152,1.07467,1.0613,1.0735,119.8,1.12,
11/02/2023 00:00,1.05865,1.06676,1.0583,1.06156,29.1,0.27,
11/01/2023 00:00,1.05778,1.05859,1.05166,1.05858,8.0,0.08,
10/31/2023 00:00,1.06137,1.06742,1.0556,1.05782,-35.5,-0.34,
10/30/2023 00:00,1.05616,1.0625,1.0546,1.06136,52.0,0.49,
10/29/2023 00:00,1.05652,1.05753,1.05585,1.05616,-3.6,-0.03,
10/27/2023 00:00,1.05635,1.0597,1.0534,1.0578,14.5,0.14,
10/26/2023 00:00,1.05662,1.05691,1.05185,1.0562,-4.2,-0.04,
10/25/2023 00:00,1.05947,1.0608,1.0558,1.05662,-28.5,-0.27,
10/24/2023 00:00,1.06699,1.0695,1.0582,1.05949,-75.0,-0.71,
10/23/2023 00:00,1.05891,1.06779,1.057,1.0668,78.9,0.74,
10/20/2023 00:00,1.0586,1.06037,1.0564,1.0603,17,0.16,
10/19/2023 00:00,1.05378,1.0616,1.0527,1.05862,48.4,0.46,
10/18/2023 00:00,1.05729,1.05941,1.0522,1.05377,-35.2,-0.33,
10/17/2023 00:00,1.05541,1.0595,1.0531,1.05728,18.7,0.18,
10/16/2023 00:00,1.05219,1.0564,1.0514,1.05543,32.4,0.31,
10/13/2023 00:00,1.05356,1.05586,1.0494,1.0511,-24.6,-0.23,
10/12/2023 00:00,1.06228,1.06397,1.0522,1.05355,-87.3,-0.83,
10/11/2023 00:00,1.06043,1.06347,1.05773,1.0623,18.7,0.18,
10/10/2023 00:00,1.05783,1.062,1.0553,1.0604,25.7,0.24,
10/09/2023 00:00,1.05662,1.0581,1.0518,1.05783,12.1,0.11,
10/06/2023 00:00,1.05461,1.0601,1.0482,1.06,53.9,0.51,
10/05/2023 00:00,1.05063,1.0553,1.0499,1.0545,38.7,0.37,
10/04/2023 00:00,1.04685,1.05321,1.045,1.05066,38.1,0.36,
10/03/2023 00:00,1.04798,1.0494,1.0447,1.0468,-11.8,-0.11,
10/02/2023 00:00,1.05639,1.0592,1.0474,1.04797,-84.2,-0.80,
09/29/2023 00:00,1.0562,1.06171,1.0556,1.0585,23,0.22,
09/28/2023 00:00,1.05053,1.0579,1.049,1.05621,56.8,0.54,
09/27/2023 00:00,1.05687,1.0574,1.0487,1.05053,-63.4,-0.60,
09/26/2023 00:00,1.05913,1.0609,1.056,1.05691,-22.2,-0.21,
